GENERATION_PROJECT,PERIOD,gen_fixed_om_by_period,gen_variable_om_by_period,gen_storage_energy_fixed_om_by_period
p23_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p23_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p24_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p24_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p24_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p24_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p24_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p24_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p24_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p25_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p25_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p25_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p25_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p25_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p25_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p25_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p26_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p26_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p26_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p26_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p26_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p26_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p26_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p27_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p27_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p27_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p27_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p27_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p27_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p27_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p28_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p28_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p28_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p28_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p28_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p28_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p28_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p29_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p29_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p29_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p29_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p29_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p29_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p29_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p30_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p30_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p30_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p30_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p30_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p30_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p30_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p31_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p31_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p31_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p31_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p31_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p31_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p31_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p32_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p32_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p32_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p32_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p32_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p32_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p32_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p33_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p33_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p33_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p33_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p33_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p33_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p33_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p34_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p34_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p34_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p34_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p34_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p34_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p34_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p35_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p35_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p35_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p35_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p35_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p35_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p35_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p36_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p36_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p36_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p36_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p36_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p36_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p36_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p37_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p37_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p37_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p37_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p37_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p37_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p37_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p37_offshorewind_class3_moderate_fixed_1_1,2035,-3101.33333333333,.,.
p37_offshorewind_class3_moderate_fixed_1_2,2035,-3101.33333333333,.,.
p37_offshorewind_class3_moderate_fixed_0_1,2035,-3101.33333333333,.,.
p37_offshorewind_class3_moderate_fixed_0_2,2035,-3101.33333333333,.,.
p37_offshorewind_class12_moderate_floating_0_1,2035,-2135.5,.,.
p37_offshorewind_class12_moderate_floating_0_2,2035,-2135.5,.,.
p38_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p38_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p38_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p38_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p38_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p38_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p38_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p39_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p39_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p39_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p39_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p39_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p39_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p39_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p40_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p40_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p40_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p40_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p40_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p40_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p40_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p41_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p41_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p41_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p41_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p41_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p41_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p41_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p42_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p42_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p42_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p42_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p42_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p42_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p42_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p43_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p43_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p43_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p43_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p43_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p43_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p43_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p43_offshorewind_class3_moderate_fixed_1_1,2035,-3101.33333333333,.,.
p43_offshorewind_class3_moderate_fixed_1_2,2035,-3101.33333333333,.,.
p43_offshorewind_class3_moderate_fixed_0_1,2035,-3101.33333333333,.,.
p43_offshorewind_class3_moderate_fixed_0_2,2035,-3101.33333333333,.,.
p43_offshorewind_class12_moderate_floating_0_1,2035,-2135.5,.,.
p43_offshorewind_class12_moderate_floating_0_2,2035,-2135.5,.,.
p44_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p44_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p44_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p44_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p44_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p44_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p44_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p45_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p45_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p45_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p45_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p45_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p45_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p45_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p46_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p46_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p46_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p46_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p46_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p46_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p46_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p47_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p47_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p47_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p47_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p47_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p47_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p47_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p48_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p48_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p48_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p48_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p48_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p48_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p48_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p49_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p49_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p49_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p49_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p49_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p49_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p49_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p50_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p50_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p50_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p50_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p50_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p50_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p50_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p51_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p51_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p51_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p51_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p51_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p51_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p51_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p52_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p52_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p52_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p52_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p52_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p52_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p52_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p53_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p53_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p53_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p53_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p53_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p53_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p53_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p54_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p54_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p54_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p54_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p54_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p54_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p54_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p55_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p55_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p55_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p55_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p55_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p55_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p55_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p56_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p56_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p56_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p56_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p56_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p56_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p56_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p57_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p57_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p57_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p57_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p57_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p57_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p57_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p58_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p58_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p58_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p58_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p58_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p58_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p58_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p58_offshorewind_class3_moderate_fixed_1_1,2035,-3101.33333333333,.,.
p58_offshorewind_class3_moderate_fixed_1_2,2035,-3101.33333333333,.,.
p58_offshorewind_class3_moderate_fixed_0_1,2035,-3101.33333333333,.,.
p58_offshorewind_class3_moderate_fixed_0_2,2035,-3101.33333333333,.,.
p58_offshorewind_class12_moderate_floating_0_1,2035,-2135.5,.,.
p58_offshorewind_class12_moderate_floating_0_2,2035,-2135.5,.,.
p59_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p59_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p59_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p59_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p59_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p59_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p59_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p60_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p60_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p60_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p60_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p60_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p60_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p60_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p61_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p61_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p61_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p61_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p61_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p61_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p61_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p62_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p62_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p62_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p62_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p62_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p62_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p62_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p63_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p63_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p63_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p63_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p63_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p63_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p63_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p64_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p64_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p64_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p64_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p64_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p64_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p64_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p64_offshorewind_class3_moderate_fixed_1_1,2035,-3101.33333333333,.,.
p64_offshorewind_class3_moderate_fixed_1_2,2035,-3101.33333333333,.,.
p64_offshorewind_class3_moderate_fixed_0_1,2035,-3101.33333333333,.,.
p64_offshorewind_class3_moderate_fixed_0_2,2035,-3101.33333333333,.,.
p64_offshorewind_class12_moderate_floating_0_1,2035,-2135.5,.,.
p64_offshorewind_class12_moderate_floating_0_2,2035,-2135.5,.,.
p65_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p65_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p65_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p65_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p65_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p65_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p65_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p65_offshorewind_class3_moderate_fixed_1_1,2035,-3101.33333333333,.,.
p65_offshorewind_class3_moderate_fixed_1_2,2035,-3101.33333333333,.,.
p65_offshorewind_class3_moderate_fixed_0_1,2035,-3101.33333333333,.,.
p65_offshorewind_class3_moderate_fixed_0_2,2035,-3101.33333333333,.,.
p65_offshorewind_class12_moderate_floating_0_1,2035,-2135.5,.,.
p65_offshorewind_class12_moderate_floating_0_2,2035,-2135.5,.,.
p66_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p66_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p66_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p66_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p66_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p66_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p66_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p66_offshorewind_class3_moderate_fixed_1_1,2035,-3101.33333333333,.,.
p66_offshorewind_class3_moderate_fixed_1_2,2035,-3101.33333333333,.,.
p66_offshorewind_class3_moderate_fixed_0_1,2035,-3101.33333333333,.,.
p66_offshorewind_class3_moderate_fixed_0_2,2035,-3101.33333333333,.,.
p66_offshorewind_class12_moderate_floating_0_1,2035,-2135.5,.,.
p66_offshorewind_class12_moderate_floating_0_2,2035,-2135.5,.,.
p67_naturalgas_1on1_combined_cycle_hframe_moderate_0,2035,-1119.66666666666,-0.0533333333333332,.
p67_naturalgas_combustion_turbine_fframe_moderate_0,2035,-515.666666666668,.,.
p67_utilityscale_battery_storage_lithium_ion_advanced_0,2035,-487.333333333333,.,-519.666666666667
p67_landbasedwind_class3_moderate_1,2035,-926.666666666668,.,.
p67_landbasedwind_class3_moderate_2,2035,-926.666666666668,.,.
p67_utilitypv_class1_moderate_1,2035,-2025.33333333333,.,.
p67_utilitypv_class1_moderate_2,2035,-2025.33333333333,.,.
p67_offshorewind_class3_moderate_fixed_1_1,2035,-3101.33333333333,.,.
p67_offshorewind_class3_moderate_fixed_1_2,2035,-3101.33333333333,.,.
